Region,Year,Attribute,Value
Asia,2010,Under_five_deaths,13.9
Asia,2010,Adult_mortality,76.243
Central America and Caribbean,2014,Infant_deaths,13.8
Central America and Caribbean,2014,Under_five_deaths,16.1
Central America and Caribbean,2014,Adult_mortality,184.7965
Africa,2006,Infant_deaths,61.6
Africa,2006,Under_five_deaths,104.2
Africa,2006,Adult_mortality,508.1255
European Union,2002,Infant_deaths,4.6
European Union,2002,Under_five_deaths,5.5
European Union,2002,Adult_mortality,99.934
North America,2015,Infant_deaths,5.8
North America,2015,Under_five_deaths,6.8
North America,2015,Adult_mortality,107.377
Rest of Europe,2010,Infant_deaths,11.8
Rest of Europe,2010,Under_five_deaths,13.3
Rest of Europe,2010,Adult_mortality,80.9365
Asia,2004,Infant_deaths,29
Asia,2004,Under_five_deaths,33.1
Asia,2004,Adult_mortality,277.9125
Africa,2011,Infant_deaths,56.3
Africa,2011,Under_five_deaths,85.5
Africa,2011,Adult_mortality,313.1795
Africa,2006,Infant_deaths,74.8
Africa,2006,Under_five_deaths,159.3
Africa,2006,Adult_mortality,278.9915
European Union,2014,Infant_deaths,4.6
European Union,2014,Under_five_deaths,5.5
European Union,2014,Adult_mortality,165.1905
Asia,2011,Infant_deaths,11.1
Asia,2011,Under_five_deaths,12.9
Asia,2011,Adult_mortality,75.29
South America,2009,Infant_deaths,14.6
South America,2009,Under_five_deaths,17
South America,2009,Adult_mortality,149.2525
European Union,2000,Infant_deaths,7.2
European Union,2000,Under_five_deaths,8.3
European Union,2000,Adult_mortality,122.7795
Rest of Europe,2010,Infant_deaths,4.4
Rest of Europe,2010,Under_five_deaths,5.2
Rest of Europe,2010,Adult_mortality,74.2785
South America,2010,Infant_deaths,12.9
South America,2010,Under_five_deaths,14.5
South America,2010,Adult_mortality,124.1055
South America,2015,Infant_deaths,10.2
South America,2015,Under_five_deaths,11.5
South America,2015,Adult_mortality,117.1895
South America,2005,Infant_deaths,7.7
South America,2005,Under_five_deaths,9.1
South America,2005,Adult_mortality,101.273
Africa,2008,Infant_deaths,63.8
Africa,2008,Under_five_deaths,101.1
Africa,2008,Adult_mortality,216
European Union,2006,Infant_deaths,2.6
European Union,2006,Under_five_deaths,3.2
European Union,2006,Adult_mortality,87.8075
Asia,2009,Infant_deaths,29
Asia,2009,Under_five_deaths,35.2
Asia,2009,Adult_mortality,185.497
Africa,2008,Infant_deaths,43
Africa,2008,Under_five_deaths,68.9
Africa,2008,Adult_mortality,498.352
Middle East,2004,Infant_deaths,17.2
Middle East,2004,Under_five_deaths,20.1
Middle East,2004,Adult_mortality,117.639
North America,2006,Infant_deaths,6.7
North America,2006,Under_five_deaths,7.9
North America,2006,Adult_mortality,111.0235
Africa,2013,Infant_deaths,37.9
Africa,2013,Under_five_deaths,54.9
Africa,2013,Adult_mortality,250.7575
Middle East,2011,Infant_deaths,16.7
Middle East,2011,Under_five_deaths,20.1
Middle East,2011,Adult_mortality,174.2775
Africa,2000,Infant_deaths,45
Africa,2000,Under_five_deaths,75.8
Africa,2000,Adult_mortality,446.0665
Asia,2015,Infant_deaths,27.4
Asia,2015,Under_five_deaths,33.1
Asia,2015,Adult_mortality,208.003
Africa,2013,Infant_deaths,55
Africa,2013,Under_five_deaths,102.7
Africa,2013,Adult_mortality,257.1655
Asia,2000,Infant_deaths,31.7
Asia,2000,Under_five_deaths,39
Asia,2000,Adult_mortality,130.99
Middle East,2009,Infant_deaths,16.6
Middle East,2009,Under_five_deaths,19.5
Middle East,2009,Adult_mortality,118.495
Asia,2008,Infant_deaths,39.1
Asia,2008,Under_five_deaths,45.5
Asia,2008,Adult_mortality,207.4435
Africa,2007,Infant_deaths,117.6
Africa,2007,Under_five_deaths,182
Africa,2007,Adult_mortality,447.5425
Oceania,2010,Infant_deaths,27.4
Oceania,2010,Under_five_deaths,33.1
Oceania,2010,Adult_mortality,171.007
Africa,2006,Infant_deaths,55.8
Africa,2006,Under_five_deaths,88.8
Africa,2006,Adult_mortality,377.871
Asia,2002,Infant_deaths,17
Asia,2002,Under_five_deaths,19.9
Asia,2002,Adult_mortality,195.0225
Africa,2011,Infant_deaths,15.5
Africa,2011,Under_five_deaths,18
Africa,2011,Adult_mortality,97.086
Oceania,2014,Infant_deaths,44.3
Oceania,2014,Under_five_deaths,52.1
Oceania,2014,Adult_mortality,152.246
Middle East,2014,Infant_deaths,27.7
Middle East,2014,Under_five_deaths,47
Middle East,2014,Adult_mortality,181.864
Asia,2010,Infant_deaths,38.9
Asia,2010,Under_five_deaths,49.1
Asia,2010,Adult_mortality,141.3945
Oceania,2004,Infant_deaths,5.6
Oceania,2004,Under_five_deaths,6.7
Oceania,2004,Adult_mortality,78.037
European Union,2014,Infant_deaths,2.4
European Union,2014,Under_five_deaths,2.9
European Union,2014,Adult_mortality,54.481
Africa,2002,Infant_deaths,80.3
Africa,2002,Under_five_deaths,128.3
Africa,2002,Adult_mortality,385.253
Africa,2003,Infant_deaths,76.8
Africa,2003,Under_five_deaths,131.6
Africa,2003,Adult_mortality,570.632
European Union,2015,Infant_deaths,2.4
European Union,2015,Under_five_deaths,2.9
European Union,2015,Adult_mortality,51.6435
Central America and Caribbean,2005,Infant_deaths,17
Central America and Caribbean,2005,Under_five_deaths,19.9
Central America and Caribbean,2005,Adult_mortality,154.5105
Middle East,2014,Infant_deaths,15.4
Middle East,2014,Under_five_deaths,17.9
Middle East,2014,Adult_mortality,111.057
Rest of Europe,2000,Infant_deaths,31.9
Rest of Europe,2000,Under_five_deaths,36.6
Rest of Europe,2000,Adult_mortality,171.5205
North America,2008,Infant_deaths,17.6
North America,2008,Under_five_deaths,20.6
North America,2008,Adult_mortality,120.3315
Asia,2005,Infant_deaths,44.4
Asia,2005,Under_five_deaths,52.3
Asia,2005,Adult_mortality,218.8545
European Union,2008,Infant_deaths,3.1
European Union,2008,Under_five_deaths,3.7
European Union,2008,Adult_mortality,60.207
European Union,2000,Infant_deaths,4.8
European Union,2000,Under_five_deaths,5.8
European Union,2000,Adult_mortality,99.6
Africa,2002,Infant_deaths,79.2
Africa,2002,Under_five_deaths,131.6
Africa,2002,Adult_mortality,507.0355
Africa,2015,Infant_deaths,16.7
Africa,2015,Under_five_deaths,19.5
Africa,2015,Adult_mortality,125.149
Africa,2013,Infant_deaths,22.6
Africa,2013,Under_five_deaths,26.3
Africa,2013,Adult_mortality,73.374
Africa,2011,Infant_deaths,93.8
Africa,2011,Under_five_deaths,152.8
Africa,2011,Adult_mortality,323.489
Middle East,2007,Infant_deaths,8.4
Middle East,2007,Under_five_deaths,9.8
Middle East,2007,Adult_mortality,60.9985
South America,2007,Infant_deaths,38.7
South America,2007,Under_five_deaths,49.8
South America,2007,Adult_mortality,212.2145
Asia,2015,Infant_deaths,42.1
Asia,2015,Under_five_deaths,53.8
Asia,2015,Adult_mortality,195.625
Asia,2004,Infant_deaths,48.2
Asia,2004,Under_five_deaths,62.7
Asia,2004,Adult_mortality,209.685
Africa,2008,Infant_deaths,40.3
Africa,2008,Under_five_deaths,57.6
Africa,2008,Adult_mortality,413.0785
Africa,2007,Infant_deaths,89.8
Africa,2007,Under_five_deaths,145.6
Africa,2007,Adult_mortality,387.5675
Rest of Europe,2008,Infant_deaths,5.1
Rest of Europe,2008,Under_five_deaths,6.6
Rest of Europe,2008,Adult_mortality,222.907
Middle East,2006,Infant_deaths,20.5
Middle East,2006,Under_five_deaths,24.3
Middle East,2006,Adult_mortality,125.8835
Africa,2004,Infant_deaths,92.6
Africa,2004,Under_five_deaths,150.7
Africa,2004,Adult_mortality,300.923
Rest of Europe,2009,Infant_deaths,4.6
Rest of Europe,2009,Under_five_deaths,5.4
Rest of Europe,2009,Adult_mortality,76.195
European Union,2009,Infant_deaths,5.4
European Union,2009,Under_five_deaths,6.7
European Union,2009,Adult_mortality,193.3095
Asia,2011,Infant_deaths,2.2
Asia,2011,Under_five_deaths,2.8
Asia,2011,Adult_mortality,57.001
Africa,2009,Infant_deaths,42.9
Africa,2009,Under_five_deaths,64.2
Africa,2009,Adult_mortality,286.1745
Central America and Caribbean,2012,Infant_deaths,15.2
Central America and Caribbean,2012,Under_five_deaths,17.7
Central America and Caribbean,2012,Adult_mortality,181.47
Asia,2000,Infant_deaths,42.5
Asia,2000,Under_five_deaths,49.8
Asia,2000,Adult_mortality,223.7235
Oceania,2004,Infant_deaths,28.7
Oceania,2004,Under_five_deaths,34.8
Oceania,2004,Adult_mortality,179.2125
European Union,2004,Infant_deaths,3.1
European Union,2004,Under_five_deaths,3.7
European Union,2004,Adult_mortality,66.1935
North America,2004,Infant_deaths,20.2
North America,2004,Under_five_deaths,23.9
North America,2004,Adult_mortality,124.359
Africa,2002,Infant_deaths,90.1
Africa,2002,Under_five_deaths,204.5
Africa,2002,Adult_mortality,289.5665
Africa,2012,Infant_deaths,50.6
Africa,2012,Under_five_deaths,66
Africa,2012,Adult_mortality,459.807
European Union,2004,Infant_deaths,6.2
European Union,2004,Under_five_deaths,7.1
European Union,2004,Adult_mortality,60.357
Africa,2010,Infant_deaths,79.1
Africa,2010,Under_five_deaths,111.2
Africa,2010,Adult_mortality,329.7845
Rest of Europe,2010,Infant_deaths,5.7
Rest of Europe,2010,Under_five_deaths,6.7
Rest of Europe,2010,Adult_mortality,114.563
Middle East,2010,Infant_deaths,16.2
Middle East,2010,Under_five_deaths,18.9
Middle East,2010,Adult_mortality,159.176
Africa,2004,Infant_deaths,86.5
Africa,2004,Under_five_deaths,139.5
Africa,2004,Adult_mortality,325.874
Central America and Caribbean,2014,Infant_deaths,4.6
Central America and Caribbean,2014,Under_five_deaths,5.8
Central America and Caribbean,2014,Adult_mortality,90.569
South America,2003,Infant_deaths,15.8
South America,2003,Under_five_deaths,17.7
South America,2003,Adult_mortality,134.5355
Rest of Europe,2006,Infant_deaths,3.2
Rest of Europe,2006,Under_five_deaths,3.9
Rest of Europe,2006,Adult_mortality,69.5825
Central America and Caribbean,2012,Infant_deaths,13.6
Central America and Caribbean,2012,Under_five_deaths,14.7
Central America and Caribbean,2012,Adult_mortality,102.8345
Africa,2008,Infant_deaths,50.2
Africa,2008,Under_five_deaths,76.3
Africa,2008,Adult_mortality,272.418
Asia,2002,Infant_deaths,57
Asia,2002,Under_five_deaths,76.5
Asia,2002,Adult_mortality,162.2605
Oceania,2012,Infant_deaths,47.5
Oceania,2012,Under_five_deaths,56.3
Oceania,2012,Adult_mortality,157.265
Rest of Europe,2003,Infant_deaths,12.8
Rest of Europe,2003,Under_five_deaths,14.4
Rest of Europe,2003,Adult_mortality,118.556
Oceania,2004,Infant_deaths,13
Oceania,2004,Under_five_deaths,15.1
Oceania,2004,Adult_mortality,151.8725
Middle East,2007,Infant_deaths,9.5
Middle East,2007,Under_five_deaths,11.1
Middle East,2007,Adult_mortality,78.3145
Rest of Europe,2015,Infant_deaths,1.8
Rest of Europe,2015,Under_five_deaths,2.3
Rest of Europe,2015,Adult_mortality,55.359
European Union,2002,Infant_deaths,4.9
European Union,2002,Under_five_deaths,5.6
European Union,2002,Adult_mortality,80.4475
Africa,2003,Infant_deaths,95.3
Africa,2003,Under_five_deaths,145
Africa,2003,Adult_mortality,436.671
European Union,2002,Infant_deaths,4.9
European Union,2002,Under_five_deaths,5.9
European Union,2002,Adult_mortality,80.574
Central America and Caribbean,2012,Infant_deaths,14.6
Central America and Caribbean,2012,Under_five_deaths,17
Central America and Caribbean,2012,Adult_mortality,135.5585
Africa,2012,Infant_deaths,39.2
Africa,2012,Under_five_deaths,58.7
Africa,2012,Adult_mortality,200.5
Africa,2015,Infant_deaths,50.8
Africa,2015,Under_five_deaths,75.9
Africa,2015,Adult_mortality,271.709
Africa,2001,Infant_deaths,23.4
Africa,2001,Under_five_deaths,27.3
Africa,2001,Adult_mortality,143.011
South America,2006,Infant_deaths,24.5
South America,2006,Under_five_deaths,29.3
South America,2006,Adult_mortality,158.8465
Middle East,2002,Infant_deaths,18.2
Middle East,2002,Under_five_deaths,21.4
Middle East,2002,Adult_mortality,120.151
European Union,2014,Infant_deaths,5.8
European Union,2014,Under_five_deaths,6.6
European Union,2014,Adult_mortality,52.6155
Oceania,2003,Infant_deaths,13.4
Oceania,2003,Under_five_deaths,15.6
Oceania,2003,Adult_mortality,153.4715
Central America and Caribbean,2003,Infant_deaths,23.9
Central America and Caribbean,2003,Under_five_deaths,27
Central America and Caribbean,2003,Adult_mortality,188.848
South America,2008,Infant_deaths,13.7
South America,2008,Under_five_deaths,15.3
South America,2008,Adult_mortality,126.9785
European Union,2010,Infant_deaths,2.5
European Union,2010,Under_five_deaths,3
European Union,2010,Adult_mortality,87.05
European Union,2005,Infant_deaths,3.8
European Union,2005,Under_five_deaths,4.7
European Union,2005,Adult_mortality,75.851
Rest of Europe,2000,Infant_deaths,5.6
Rest of Europe,2000,Under_five_deaths,6.5
Rest of Europe,2000,Adult_mortality,88.0225
European Union,2013,Infant_deaths,2.3
European Union,2013,Under_five_deaths,2.8
European Union,2013,Adult_mortality,66.6085
Africa,2013,Infant_deaths,43.4
Africa,2013,Under_five_deaths,62.7
Africa,2013,Adult_mortality,227.7835
Asia,2007,Infant_deaths,28.1
Asia,2007,Under_five_deaths,34.1
Asia,2007,Adult_mortality,245.3935
Oceania,2004,Infant_deaths,4.8
Oceania,2004,Under_five_deaths,5.8
Oceania,2004,Adult_mortality,67.92
Africa,2007,Infant_deaths,23.3
Africa,2007,Under_five_deaths,27.8
Africa,2007,Adult_mortality,135.8385
Rest of Europe,2014,Infant_deaths,9.7
Rest of Europe,2014,Under_five_deaths,10.9
Rest of Europe,2014,Adult_mortality,158.8825
Asia,2001,Infant_deaths,13.7
Asia,2001,Under_five_deaths,16
Asia,2001,Adult_mortality,152.664
Middle East,2006,Infant_deaths,8.8
Middle East,2006,Under_five_deaths,10.2
Middle East,2006,Adult_mortality,75.8375
South America,2001,Infant_deaths,23.4
South America,2001,Under_five_deaths,28
South America,2001,Adult_mortality,156.506
European Union,2015,Infant_deaths,2.4
European Union,2015,Under_five_deaths,3.1
European Union,2015,Adult_mortality,116.351
Africa,2001,Infant_deaths,33.3
Africa,2001,Under_five_deaths,38.9
Africa,2001,Adult_mortality,136.2
Central America and Caribbean,2008,Infant_deaths,18.3
Central America and Caribbean,2008,Under_five_deaths,21.4
Central America and Caribbean,2008,Adult_mortality,200.807
Asia,2011,Infant_deaths,36.7
Asia,2011,Under_five_deaths,42.5
Asia,2011,Adult_mortality,197.405
Asia,2008,Infant_deaths,12.8
Asia,2008,Under_five_deaths,14.9
Asia,2008,Adult_mortality,165.9995
Africa,2007,Infant_deaths,11.9
Africa,2007,Under_five_deaths,13.8
Africa,2007,Adult_mortality,159.664
Asia,2014,Infant_deaths,28.5
Asia,2014,Under_five_deaths,34.6
Asia,2014,Adult_mortality,212.0515
Central America and Caribbean,2010,Infant_deaths,5.1
Central America and Caribbean,2010,Under_five_deaths,6.4
Central America and Caribbean,2010,Adult_mortality,94.886
European Union,2010,Infant_deaths,3.1
European Union,2010,Under_five_deaths,3.8
European Union,2010,Adult_mortality,64.95
North America,2013,Infant_deaths,14.9
North America,2013,Under_five_deaths,17.3
North America,2013,Adult_mortality,113.631
Middle East,2009,Infant_deaths,17.4
Middle East,2009,Under_five_deaths,20.4
Middle East,2009,Adult_mortality,112.6595
Africa,2000,Infant_deaths,25
Africa,2000,Under_five_deaths,29.9
Africa,2000,Adult_mortality,111.903
European Union,2003,Infant_deaths,12.5
European Union,2003,Under_five_deaths,15.1
European Union,2003,Adult_mortality,153.633
European Union,2006,Infant_deaths,5.2
European Union,2006,Under_five_deaths,6.6
European Union,2006,Adult_mortality,184.2685
Africa,2011,Infant_deaths,41.7
Africa,2011,Under_five_deaths,59.7
Africa,2011,Adult_mortality,296.2345
Asia,2001,Infant_deaths,64.4
Asia,2001,Under_five_deaths,88.1
Asia,2001,Adult_mortality,218.9925
Asia,2003,Infant_deaths,36.4
Asia,2003,Under_five_deaths,45.5
Asia,2003,Adult_mortality,191.3535
Africa,2013,Infant_deaths,70.5
Africa,2013,Under_five_deaths,110.7
Africa,2013,Adult_mortality,275.624
Asia,2011,Infant_deaths,61.8
Asia,2011,Under_five_deaths,84
Asia,2011,Adult_mortality,245.3
South America,2008,Infant_deaths,17.7
South America,2008,Under_five_deaths,20.8
South America,2008,Adult_mortality,138.1625
Middle East,2007,Infant_deaths,18.7
Middle East,2007,Under_five_deaths,21.9
Middle East,2007,Adult_mortality,119.304
European Union,2006,Infant_deaths,3.4
European Union,2006,Under_five_deaths,4.4
European Union,2006,Adult_mortality,94.1855
Africa,2014,Infant_deaths,62.1
Africa,2014,Under_five_deaths,95.7
Africa,2014,Adult_mortality,274.1415
Africa,2009,Infant_deaths,62.9
Africa,2009,Under_five_deaths,97.1
Africa,2009,Adult_mortality,326.7455
Central America and Caribbean,2004,Infant_deaths,42.1
Central America and Caribbean,2004,Under_five_deaths,60.4
Central America and Caribbean,2004,Adult_mortality,211.171
European Union,2010,Infant_deaths,3.6
European Union,2010,Under_five_deaths,4.4
European Union,2010,Adult_mortality,80.8845
Asia,2004,Infant_deaths,77.9
Asia,2004,Under_five_deaths,98.1
Asia,2004,Adult_mortality,182.265
Asia,2015,Infant_deaths,23.4
Asia,2015,Under_five_deaths,29.6
Asia,2015,Adult_mortality,199.7365
European Union,2014,Infant_deaths,4.3
European Union,2014,Under_five_deaths,5
European Union,2014,Adult_mortality,113.623
Rest of Europe,2009,Infant_deaths,13.9
Rest of Europe,2009,Under_five_deaths,15.6
Rest of Europe,2009,Adult_mortality,174.0635
Oceania,2008,Infant_deaths,20.2
Oceania,2008,Under_five_deaths,23.8
Oceania,2008,Adult_mortality,202.2175
European Union,2014,Infant_deaths,4
European Union,2014,Under_five_deaths,4.9
European Union,2014,Adult_mortality,167.375
Africa,2005,Infant_deaths,39.4
Africa,2005,Under_five_deaths,70.6
Africa,2005,Adult_mortality,497.9455
Africa,2007,Infant_deaths,103
Africa,2007,Under_five_deaths,170.1
Africa,2007,Adult_mortality,334.038
Central America and Caribbean,2007,Infant_deaths,32
Central America and Caribbean,2007,Under_five_deaths,39.4
Central America and Caribbean,2007,Adult_mortality,188.8115
